03-22-2019,15:53:37,-86
03-22-2019,15:53:40,-86
03-22-2019,15:53:43,-86
03-22-2019,15:53:46,-86
03-22-2019,15:53:49,-86
03-22-2019,15:53:52,-86
03-22-2019,15:53:55,-86
03-22-2019,15:53:58,-86
03-22-2019,15:54:01,-86
03-22-2019,15:54:04,-86
03-22-2019,15:54:07,-86
03-22-2019,15:54:10,-86
03-22-2019,15:54:13,-86
03-22-2019,15:54:16,-86
03-22-2019,15:54:19,-86
03-22-2019,15:54:22,-86
03-22-2019,15:54:25,-86
03-22-2019,15:54:28,-86
03-22-2019,15:54:31,-86
03-22-2019,15:54:34,-86
03-22-2019,15:54:37,-86
03-22-2019,15:54:40,-86
03-22-2019,15:54:43,-86
03-22-2019,15:54:46,-86
03-22-2019,15:54:49,-86
03-22-2019,15:54:52,-86
03-22-2019,15:54:55,-86
03-22-2019,15:54:58,-86
03-22-2019,15:55:01,-86
03-22-2019,15:55:04,-86
03-22-2019,15:55:07,-86
03-22-2019,15:55:10,-86
03-22-2019,15:55:13,-86
03-22-2019,15:55:16,-86
03-22-2019,15:55:19,-86
03-22-2019,15:55:22,-86
03-22-2019,15:55:25,-86
03-22-2019,15:55:28,-86
03-22-2019,15:55:31,-86
03-22-2019,15:55:34,-86
03-22-2019,15:55:37,-86
03-22-2019,15:55:40,-86
03-22-2019,15:55:43,-86
03-22-2019,15:55:46,-86
03-22-2019,15:55:49,-86
03-22-2019,15:55:52,-86
03-22-2019,15:55:55,-86
03-22-2019,15:55:58,-86
03-22-2019,15:56:01,-86
03-22-2019,15:56:04,-86
03-22-2019,15:56:07,-86
03-22-2019,15:56:10,-86
03-22-2019,15:56:13,-86
03-22-2019,15:56:16,-86
03-22-2019,15:56:19,-86
03-22-2019,15:56:22,-86
03-22-2019,15:56:25,-86
03-22-2019,15:56:28,-86
03-22-2019,15:56:31,-86
03-22-2019,15:56:34,-86
03-22-2019,15:56:37,-86
03-22-2019,15:56:43,-86
03-22-2019,15:56:46,-86
03-22-2019,15:56:49,-86
03-22-2019,15:56:52,-86
03-22-2019,15:56:55,-86
03-22-2019,15:56:58,-86
03-22-2019,15:57:01,-86
03-22-2019,15:57:04,-86
03-22-2019,15:57:07,-86
03-22-2019,15:57:10,-86
03-22-2019,15:57:13,-86
03-22-2019,15:57:16,-90
03-22-2019,15:57:19,-90
03-22-2019,15:57:22,-90
03-22-2019,15:57:25,-90
03-22-2019,15:57:28,-90
03-22-2019,15:57:31,-90
03-22-2019,15:57:34,-90
03-22-2019,15:57:37,-90
03-22-2019,15:57:40,-90
03-22-2019,15:57:43,-90
03-22-2019,15:57:46,-82
03-22-2019,15:57:49,-82
03-22-2019,15:57:52,-82
03-22-2019,15:57:55,-82
03-22-2019,15:57:58,-82
03-22-2019,15:58:01,-82
03-22-2019,15:58:04,-82
03-22-2019,15:58:07,-82
03-22-2019,15:58:10,-82
03-22-2019,15:58:13,-82
03-22-2019,15:58:16,-82
03-22-2019,15:58:19,-82
03-22-2019,15:58:22,-82
03-22-2019,15:58:25,-82
03-22-2019,15:58:28,-82
03-22-2019,15:58:31,-82
03-22-2019,15:58:34,-82
03-22-2019,15:58:37,-82
03-22-2019,15:58:40,-81
03-22-2019,15:58:43,-81
03-22-2019,15:58:46,-81
03-22-2019,15:58:49,-81
03-22-2019,15:58:52,-77
03-22-2019,15:58:55,-80
03-22-2019,15:58:58,-77
03-22-2019,15:59:01,-82
03-22-2019,15:59:04,-82
03-22-2019,15:59:08,-77
03-22-2019,15:59:10,-77
03-22-2019,15:59:13,-77
03-22-2019,15:59:16,-77
03-22-2019,15:59:19,-77
03-22-2019,15:59:22,-76
03-22-2019,15:59:25,-81
03-22-2019,15:59:28,-79
03-22-2019,15:59:31,-77
03-22-2019,15:59:34,-81
03-22-2019,15:59:37,-81
03-22-2019,15:59:40,-79
03-22-2019,15:59:43,-79
03-22-2019,15:59:46,-77
03-22-2019,15:59:49,-77
03-22-2019,15:59:52,-77
03-22-2019,15:59:55,-77
03-22-2019,15:59:58,-77
03-22-2019,16:00:01,-77
03-22-2019,16:00:04,-77
03-22-2019,16:00:07,-77
03-22-2019,16:00:10,-77
03-22-2019,16:00:13,-77
03-22-2019,16:00:16,-77
03-22-2019,16:00:19,-77
03-22-2019,16:00:22,-87
03-22-2019,16:00:25,-87
03-22-2019,16:00:29,-87
03-22-2019,16:00:31,-86
03-22-2019,16:00:34,-86
03-22-2019,16:00:37,-86
03-22-2019,16:00:40,-86
03-22-2019,16:00:43,-86
03-22-2019,16:00:46,-88
03-22-2019,16:00:49,-88
03-22-2019,16:00:53,-86
03-22-2019,16:00:55,-87
03-22-2019,16:00:59,-86
03-22-2019,16:01:02,-86
03-22-2019,16:01:05,-87
03-22-2019,16:01:11,-86
03-22-2019,16:01:14,-86
03-22-2019,16:01:16,-86
03-22-2019,16:01:20,-86
03-22-2019,16:01:23,-86
03-22-2019,16:01:25,-86
03-22-2019,16:01:29,-86
03-22-2019,16:01:32,-86
03-22-2019,16:01:34,-86
03-22-2019,16:01:38,-86
03-22-2019,16:01:41,-86
03-22-2019,16:01:44,-86
03-22-2019,16:01:46,-86
03-22-2019,16:01:50,-86
03-22-2019,16:01:53,-86
03-22-2019,16:01:56,-86
03-22-2019,16:01:59,-87
03-22-2019,16:02:02,-88
03-22-2019,16:02:05,-85
03-22-2019,16:02:08,-84
03-22-2019,16:02:11,-83
03-22-2019,16:02:14,-88
03-22-2019,16:02:17,-90
03-22-2019,16:02:20,-90
03-22-2019,16:02:23,-81
03-22-2019,16:02:26,-81
03-22-2019,16:02:29,-81
03-22-2019,16:02:32,-81
03-22-2019,16:02:35,-81
03-22-2019,16:02:38,-81
03-22-2019,16:02:41,-81
03-22-2019,16:02:44,-81
03-22-2019,16:02:47,-81
03-22-2019,16:02:50,-81
03-22-2019,16:02:53,-81
03-22-2019,16:02:56,-81
03-22-2019,16:02:59,-81
03-22-2019,16:03:02,-81
03-22-2019,16:03:05,-81
03-22-2019,16:03:08,-81
03-22-2019,16:03:11,-81
03-22-2019,16:03:14,-81
03-22-2019,16:03:17,-81
03-22-2019,16:03:20,-81
03-22-2019,16:03:23,-81
03-22-2019,16:03:26,-81
03-22-2019,16:03:29,-81
03-22-2019,16:03:32,-81
03-22-2019,16:03:35,-81
03-22-2019,16:03:38,-81
03-22-2019,16:03:41,-81
03-22-2019,16:03:44,-81
03-22-2019,16:03:47,-81
03-22-2019,16:03:50,-81
03-22-2019,16:03:53,-81
