03-22-2019,15:26:36,-70
03-22-2019,15:26:39,-70
03-22-2019,15:26:42,-70
03-22-2019,15:26:45,-70
03-22-2019,15:26:48,-70
03-22-2019,15:26:51,-70
03-22-2019,15:26:54,-70
03-22-2019,15:26:57,-70
03-22-2019,15:27:00,-70
03-22-2019,15:27:03,-70
03-22-2019,15:27:06,-70
03-22-2019,15:27:09,-70
03-22-2019,15:27:12,-70
03-22-2019,15:27:15,-70
03-22-2019,15:27:18,-70
03-22-2019,15:27:21,-76
03-22-2019,15:27:24,-74
03-22-2019,15:27:27,-75
03-22-2019,15:27:30,-74
03-22-2019,15:27:33,-76
03-22-2019,15:27:36,-74
03-22-2019,15:27:39,-74
03-22-2019,15:27:42,-75
03-22-2019,15:27:45,-75
03-22-2019,15:27:48,-75
03-22-2019,15:27:51,-75
03-22-2019,15:27:54,-75
03-22-2019,15:27:57,-75
03-22-2019,15:28:00,-75
03-22-2019,15:28:03,-75
03-22-2019,15:28:06,-75
03-22-2019,15:28:09,-75
03-22-2019,15:28:12,-86
