03-22-2019,17:16:40,-81
03-22-2019,17:16:43,-81
03-22-2019,17:16:46,-81
03-22-2019,17:16:49,-81
03-22-2019,17:16:52,-81
03-22-2019,17:16:58,-81
03-22-2019,17:17:01,-81
03-22-2019,17:17:04,-81
03-22-2019,17:17:07,-81
03-22-2019,17:17:10,-81
03-22-2019,17:17:13,-81
03-22-2019,17:17:16,-81
03-22-2019,17:17:19,-81
03-22-2019,17:17:22,-81
03-22-2019,17:17:25,-81
03-22-2019,17:17:28,-81
03-22-2019,17:17:31,-81
03-22-2019,17:17:34,-81
03-22-2019,17:17:37,-81
03-22-2019,17:17:40,-81
03-22-2019,17:17:43,-81
03-22-2019,17:17:46,-81
03-22-2019,17:17:49,-81
03-22-2019,17:17:52,-81
03-22-2019,17:17:55,-81
03-22-2019,17:17:58,-81
03-22-2019,17:18:01,-81
03-22-2019,17:18:04,-81
03-22-2019,17:18:07,-81
03-22-2019,17:18:10,-81
03-22-2019,17:18:13,-81
03-22-2019,17:18:16,-81
03-22-2019,17:18:19,-81
03-22-2019,17:18:25,-81
03-22-2019,17:18:28,-81
03-22-2019,17:18:34,-73
03-22-2019,17:18:37,-73
03-22-2019,17:18:40,-74
03-22-2019,17:18:43,-74
03-22-2019,17:18:46,-74
03-22-2019,17:18:49,-74
03-22-2019,17:18:52,-74
03-22-2019,17:18:55,-73
03-22-2019,17:18:58,-73
03-22-2019,17:19:01,-73
03-22-2019,17:19:04,-73
03-22-2019,17:19:07,-71
03-22-2019,17:19:10,-73
03-22-2019,17:19:13,-73
03-22-2019,17:19:16,-73
03-22-2019,17:19:19,-73
03-22-2019,17:19:22,-72
03-22-2019,17:19:25,-73
03-22-2019,17:19:28,-71
03-22-2019,17:19:31,-71
03-22-2019,17:19:34,-71
03-22-2019,17:19:37,-71
03-22-2019,17:19:40,-71
03-22-2019,17:19:43,-71
03-22-2019,17:19:46,-71
03-22-2019,17:19:49,-71
03-22-2019,17:19:52,-73
03-22-2019,17:19:55,-73
03-22-2019,17:19:58,-73
03-22-2019,17:20:02,-73
03-22-2019,17:20:05,-74
03-22-2019,17:20:07,-74
03-22-2019,17:20:13,-74
03-22-2019,17:20:16,-74
03-22-2019,17:20:20,-74
03-22-2019,17:20:22,-74
03-22-2019,17:20:25,-74
03-22-2019,17:20:28,-74
03-22-2019,17:20:31,-74
03-22-2019,17:20:34,-74
03-22-2019,17:20:38,-74
03-22-2019,17:20:40,-74
03-22-2019,17:20:43,-74
03-22-2019,17:20:47,-74
03-22-2019,17:20:50,-74
03-22-2019,17:20:53,-72
03-22-2019,17:20:56,-72
03-22-2019,17:20:59,-72
03-22-2019,17:21:01,-72
03-22-2019,17:21:05,-71
03-22-2019,17:21:08,-72
03-22-2019,17:21:11,-71
03-22-2019,17:21:14,-72
03-22-2019,17:21:17,-71
03-22-2019,17:21:19,-71
03-22-2019,17:21:23,-71
03-22-2019,17:21:26,-71
03-22-2019,17:21:28,-71
03-22-2019,17:21:32,-71
03-22-2019,17:21:35,-70
03-22-2019,17:21:38,-71
03-22-2019,17:21:41,-71
03-22-2019,17:21:44,-70
03-22-2019,17:21:47,-71
03-22-2019,17:21:50,-71
03-22-2019,17:21:53,-72
03-22-2019,17:21:56,-72
03-22-2019,17:21:59,-71
03-22-2019,17:22:02,-71
03-22-2019,17:22:05,-71
03-22-2019,17:22:08,-71
03-22-2019,17:22:11,-71
03-22-2019,17:22:14,-71
03-22-2019,17:22:17,-71
03-22-2019,17:22:20,-71
03-22-2019,17:22:23,-71
03-22-2019,17:22:26,-71
03-22-2019,17:22:29,-71
03-22-2019,17:22:32,-71
03-22-2019,17:22:35,-71
03-22-2019,17:22:38,-71
03-22-2019,17:22:41,-71
03-22-2019,17:22:44,-81
03-22-2019,17:22:47,-82
03-22-2019,17:22:50,-80
03-22-2019,17:22:53,-81
03-22-2019,17:22:56,-80
03-22-2019,17:22:59,-80
03-22-2019,17:23:02,-81
03-22-2019,17:23:05,-80
03-22-2019,17:23:08,-80
03-22-2019,17:23:11,-80
03-22-2019,17:23:14,-80
03-22-2019,17:23:17,-80
03-22-2019,17:23:20,-81
03-22-2019,17:23:23,-81
03-22-2019,17:23:26,-81
03-22-2019,17:23:29,-81
03-22-2019,17:23:32,-81
03-22-2019,17:23:35,-81
03-22-2019,17:23:38,-81
03-22-2019,17:23:41,-81
03-22-2019,17:23:44,-81
03-22-2019,17:23:47,-81
03-22-2019,17:23:50,-81
03-22-2019,17:23:53,-81
03-22-2019,17:23:56,-81
03-22-2019,17:23:59,-81
03-22-2019,17:24:02,-81
03-22-2019,17:24:05,-81
03-22-2019,17:24:08,-81
03-22-2019,17:24:11,-81
03-22-2019,17:24:14,-81
03-22-2019,17:24:17,-75
03-22-2019,17:24:20,-75
03-22-2019,17:24:23,-76
03-22-2019,17:24:26,-76
03-22-2019,17:24:29,-75
03-22-2019,17:24:32,-75
03-22-2019,17:24:35,-74
03-22-2019,17:24:38,-75
03-22-2019,17:24:41,-75
03-22-2019,17:24:44,-75
03-22-2019,17:24:47,-75
03-22-2019,17:24:50,-75
03-22-2019,17:24:53,-75
03-22-2019,17:24:56,-75
03-22-2019,17:24:59,-75
03-22-2019,17:25:02,-75
03-22-2019,17:25:08,-78
03-22-2019,17:25:11,-78
03-22-2019,17:25:14,-78
03-22-2019,17:25:17,-77
03-22-2019,17:25:20,-78
03-22-2019,17:25:23,-76
03-22-2019,17:25:26,-78
03-22-2019,17:25:32,-78
03-22-2019,17:25:35,-78
03-22-2019,17:25:38,-78
03-22-2019,17:25:41,-78
03-22-2019,17:25:44,-78
03-22-2019,17:25:47,-78
03-22-2019,17:25:50,-78
03-22-2019,17:25:53,-78
03-22-2019,17:25:56,-65
03-22-2019,17:25:59,-65
03-22-2019,17:26:02,-65
03-22-2019,17:26:05,-66
03-22-2019,17:26:08,-66
03-22-2019,17:26:11,-65
03-22-2019,17:26:14,-65
03-22-2019,17:26:17,-65
03-22-2019,17:26:20,-65
03-22-2019,17:26:23,-65
03-22-2019,17:26:26,-65
03-22-2019,17:26:29,-65
03-22-2019,17:26:32,-65
03-22-2019,17:26:35,-65
03-22-2019,17:26:38,-66
03-22-2019,17:26:41,-64
03-22-2019,17:26:44,-65
03-22-2019,17:26:47,-65
03-22-2019,17:26:50,-66
03-22-2019,17:26:53,-65
03-22-2019,17:26:56,-65
03-22-2019,17:26:59,-65
03-22-2019,17:27:02,-65
03-22-2019,17:27:05,-65
03-22-2019,17:27:08,-65
03-22-2019,17:27:11,-65
03-22-2019,17:27:14,-65
03-22-2019,17:27:17,-65
03-22-2019,17:27:20,-65
03-22-2019,17:27:23,-65
03-22-2019,17:27:26,-65
03-22-2019,17:27:29,-65
03-22-2019,17:27:32,-65
03-22-2019,17:27:35,-65
03-22-2019,17:27:38,-65
03-22-2019,17:27:41,-65
03-22-2019,17:27:44,-65
03-22-2019,17:27:47,-65
03-22-2019,17:27:50,-65
03-22-2019,17:27:53,-65
